Date,Open,High,Low,Close,Adj Close,Volume
14-10-2025,0.213991001,0.215544,0.195104003,0.204531997,0.204531997,4841725506
15-10-2025,0.204531997,0.207973003,0.195097998,0.196327001,0.196327001,2877365449
16-10-2025,0.196327999,0.201234996,0.185209006,0.188366994,0.188366994,3498982322
17-10-2025,0.188365996,0.190797001,0.176210999,0.184842005,0.184842005,3317944601
18-10-2025,0.184850007,0.190222993,0.184532002,0.189599007,0.189599007,1238849111
19-10-2025,0.189599007,0.198534995,0.186295003,0.195323005,0.195323005,1982258702
20-10-2025,0.195324004,0.202446997,0.191940993,0.200113997,0.200113997,2148033213
21-10-2025,0.200156003,0.205434993,0.192332,0.194389001,0.194389001,2783675973
22-10-2025,0.194386005,0.195314005,0.186500996,0.190001994,0.190001994,2573427089
23-10-2025,0.190001994,0.197216004,0.189832002,0.194843993,0.194843993,1769172845
24-10-2025,0.194858,0.199682996,0.194401994,0.197697997,0.197697997,1546313970
25-10-2025,0.197697997,0.199717999,0.196252003,0.196591005,0.196591005,1136645097
26-10-2025,0.196590006,0.206411004,0.194793001,0.205669999,0.205669999,1679630618
27-10-2025,0.205668002,0.209315002,0.199802995,0.200381994,0.200381994,1984421014
28-10-2025,0.200381994,0.202906996,0.19122,0.193756998,0.193756998,2809894306
29-10-2025,0.193755001,0.197270006,0.189077005,0.192389995,0.192389995,2590886109
30-10-2025,0.192383006,0.194489002,0.176786005,0.182710007,0.182710007,3112664146
31-10-2025,0.182713002,0.187756002,0.182510003,0.186433002,0.186433002,1579798665
01-11-2025,0.186432004,0.188382998,0.185298994,0.187280998,0.187280998,849876271
02-11-2025,0.187279999,0.188676998,0.182480007,0.186572999,0.186572999,967206772
03-11-2025,0.186572,0.186578006,0.163827002,0.167243004,0.167243004,3648984899
04-11-2025,0.167242005,0.170884997,0.152495995,0.162695006,0.162695006,4796083616
05-11-2025,0.162695006,0.168463007,0.155304998,0.167380005,0.167380005,2522587575
06-11-2025,0.167379007,0.167380005,0.157730997,0.161405995,0.161405995,1870692567
07-11-2025,0.161408007,0.181383997,0.160485998,0.178672999,0.178672999,2931787387
08-11-2025,0.178673998,0.183008999,0.173311993,0.176182002,0.176182002,2236137677
09-11-2025,0.176182002,0.180963993,0.171679005,0.179260001,0.179260001,1608940509
10-11-2025,0.179259002,0.185019001,0.177660003,0.181814,0.181814,2127003685
11-11-2025,0.181813002,0.185346007,0.171869993,0.172024995,0.172024995,2107396312
12-11-2025,0.172020003,0.178284004,0.167481005,0.170081005,0.170081005,1803938275
